orig_index,username,created_at,tweet,verdict
2564,arian11emot,2021-09-19 09:05:41+00:00,@ibanahBabe Ma COVID19 mga yan at sana LAHAT SILA at HINDI TUTULUNGAN ng GOBYERNO.,MOSTLY_FALSE
2583,dennisdko,2021-09-19 08:40:22+00:00,"RT @dzrhnews: LOOK: Nadagdagan pa ng 19,271 ang tinamaan ng #COVID19 sa bansa. 25,037 naman ang bagong gumaling at 205 pa ang namatay. | #DÃ¢â‚¬Â¦",TRUE
2593,amts_jr,2021-09-19 08:32:34+00:00,"RT @PNP_NCRPO: ALERT LEVEL 1: Narito ang mga gabay sa bagong sistema ng alert level ayon sa National Task Force Against Covid19.
#PNPKakampÃ¢â‚¬Â¦",TRUE
2594,amts_jr,2021-09-19 08:32:24+00:00,"RT @PNP_NCRPO: ALERT LEVEL 2: Narito ang mga gabay sa bagong sistema ng alert level ayon sa National Task Force Against Covid19.
#PNPKakampÃ¢â‚¬Â¦",TRUE
2601,HabitegekoFran1,2021-09-19 08:23:59+00:00,RT @RadioRubavu: Icyorezo cya #COVID19 kiracyahari. Komeza wubahirize amabwiriza y'ibanze yo kwirinda ikwirakwira ry'ubwandu harimo kwambarÃ¢â‚¬Â¦,INVALID
2602,viralvideovlogs,2021-09-19 08:23:41+00:00,"RT @BuangSonny: @Jjcruz2 @vanetmae Failed kasi yung

Pharmally
Dolomite
WPS
ICC
EJK
Marcos

Suicidal na mga ULALO Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š

Langhapin nyo angÃ¢â‚¬Â¦",INVALID
2603,BuangSonny,2021-09-19 08:23:41+00:00,"@Jjcruz2 @vanetmae Failed kasi yung

Pharmally
Dolomite
WPS
ICC
EJK
Marcos

Suicidal na mga ULALO Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š

Langhapin nyo ang #COVID19 kasama ng @dzbb at Mayor Tolongges Iskomunista @IskoMoreno Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š

cc @Teddybird @ntfcovid19ph @EdselSalvana @MMDA @DILGPhilippines https://t.co/sMXJrXyApz https://t.co/BXW12ae8JN",INVALID
2604,KeithHidalgo,2021-09-19 08:22:30+00:00,Mukhang natatabunan ung present situation. Mas matunog p ngaun ung Toni Gonzaga vlog and Marcos kesa s Covid19 related ganap including corruption w/ PharmallyÃ¢â‚¬Â¦ #WagPatola sa lahat ng distractions.,INVALID
2608,dzrhnews,2021-09-19 08:20:42+00:00,"LOOK: Nadagdagan pa ng 19,271 ang tinamaan ng #COVID19 sa bansa. 25,037 naman ang bagong gumaling at 205 pa ang namatay. | #DZRHNationwide https://t.co/rTYTwDZ9kD",TRUE
2611,bulgarofficial,2021-09-19 08:16:05+00:00,"TINGNAN: #Breaking, nakapagtala na ng higit 2.366 milyon na kumpirmadong kaso ng #COVID19 sa Pilipinas, ito'y matapos na magkaroon ng karagdagang 19,271 na kaso ngayon araw. https://t.co/emZVIvIkip",TRUE
2613,TrabelMelkcas,2021-09-19 08:14:52+00:00,COVID19: 20k pa din daily COVID cases at 135 deaths natin for the past week. Bahagi na ito ng buhay natin ngayong panahon ng pandemya. Sana mawala na ito ng paunti-unti may lockdown man o wala...,MOSTLY_TRUE
2614,sarchavez,2021-09-19 08:14:00+00:00,"RT @dzrhnews: BREAKING: #COVID19 cases sa bansa, nadagdagan pa ng 19,271 ngayong araw; mga bagong gumaling, 25,037 pero 205 ang namatay | vÃ¢â‚¬Â¦",TRUE
2617,Uwi_Rwanda,2021-09-19 08:11:43+00:00,Gahunda y'umunsi ni ugukomeza tukirinda #COVID19 none kucyumweru abajya gusenga mukarabe Intoki amazi arahari kunsengero zose kandi ntimugakuremo agapfukamunwa cg ngo mukamanure igihe muririmba #IngambaMumasibo,INVALID
2622,RematePH,2021-09-19 08:09:18+00:00,"19,271 pang bagong kaso ng #COVID19 naitala; 205 patay, 25,037 pasyente ang gumaling, ayon sa pinakahuling tala ng DOH ngayong Linggo, Setyembre 19.

Kasalukuyang 2,366,749 ang kabuuang kaso; 36,788 na ang nasawi; at 2,151,765 na nakarekober. 

178,196 naman ang aktibong kaso. https://t.co/p1Y7quFMpr",TRUE
2625,GMA_PA,2021-09-19 08:08:05+00:00,"19,271  NEW COVID-19 CASES

Pumalo sa 19,271 new COVID-19 cases ang naitala ngayong Linggo, September 19, 2021. Umabot na sa 2,366,749 ang total confirmed cases sa buong bansa.

Visit https://t.co/QEmk7WMhil for the latest updates on the coronavirus pandemic. https://t.co/HmsVemoGSJ",TRUE
2627,CastanedaDamaso,2021-09-19 08:05:35+00:00,RT @kaCebuana: Ka-Cebuana excited ka na rin bang makapagpabakuna at makapagpicture? Walang problema! Makakatulong ang bakuna para bumaba oÃ¢â‚¬Â¦,TRUE
2631,News5PH,2021-09-19 08:00:56+00:00,"JUST IN | Pumalo na sa 2,366,749 ang kumpirmadong bilang ng #COVID19 infections sa bansa matapos makapagtala ng 19,271 na karagdagang kaso ang DOH. Nasa 25,037 ang nadagdag sa mga gumaling habang 205 naman sa mga nasawi. https://t.co/9mqoXPimoo",TRUE
2632,d9824016638,2021-09-19 08:00:49+00:00,"RT @TTTrailLovers1: TRINIDAD REL CHANGING !
#taekook 
#AmazonPrimeDay 
#COVID19 
#aespa 
#coronavirus 
#TREASURE 
#TrinidadandTobago https:Ã¢â‚¬Â¦",INVALID
2634,dzrhnews,2021-09-19 08:00:33+00:00,"BREAKING: #COVID19 cases sa bansa, nadagdagan pa ng 19,271 ngayong araw; mga bagong gumaling, 25,037 pero 205 ang namatay | via RH15 @JecelleRicafort #COVID19Alert https://t.co/2RZe0GL1l5",TRUE
2635,nyisism2,2021-09-19 07:59:11+00:00,"@swissj13 @daddyhope Gogo varamba madhisinyongoro Mnangagwa kwete kwete @edmnangagwa bodo.

Hanzi Mnangagwa ne Covid19 vaccines same same https://t.co/7GlLZtH7yA",INVALID
2637,ChrisBabaJr_14,2021-09-19 07:58:14+00:00,"@yangasc1935 Tunaomba matokeo ya vipimo cha COVID19, na mechi itaonyeshwa station ipo? Please reply",INVALID
2642,PNP_NCRPO,2021-09-19 07:50:07+00:00,"ALERT LEVEL 5: Narito ang mga gabay sa bagong sistema ng alert level ayon sa National Task Force Against Covid19.
#PNPKakampiMo #ToServeandProtect
https://t.co/mwkG2nyddV https://t.co/d6JwUDoe4h",TRUE
2643,PNP_NCRPO,2021-09-19 07:49:38+00:00,"ALERT LEVEL 4: Narito ang mga gabay sa bagong sistema ng alert level ayon sa National Task Force Against Covid19.
#PNPKakampiMo #ToServeandProtect
https://t.co/mwkG2nyddV https://t.co/m8mo0Torf6",TRUE
2644,PNP_NCRPO,2021-09-19 07:49:10+00:00,"ALERT LEVEL 3: Narito ang mga gabay sa bagong sistema ng alert level ayon sa National Task Force Against Covid19.
#PNPKakampiMo #ToServeandProtect
https://t.co/mwkG2nyddV https://t.co/UCwpEQiU5j",TRUE
2645,PNP_NCRPO,2021-09-19 07:48:42+00:00,"ALERT LEVEL 2: Narito ang mga gabay sa bagong sistema ng alert level ayon sa National Task Force Against Covid19.
#PNPKakampiMo #ToServeandProtect
https://t.co/mwkG2nyddV https://t.co/wptz4Aq6kV",TRUE
2647,PNP_NCRPO,2021-09-19 07:48:08+00:00,"ALERT LEVEL 1: Narito ang mga gabay sa bagong sistema ng alert level ayon sa National Task Force Against Covid19.
#PNPKakampiMo #ToServeandProtect
https://t.co/mwkG2nyddV https://t.co/NkQssyrGpu",TRUE
2651,nurse_erik,2021-09-19 07:41:49+00:00,RT @LilMsMalditaMD: @nurse_erik Kausapin nila mga intubated na at sabihin nilang di totoo ang COVID19.,INVALIDT
2653,bubbibubbii,2021-09-19 07:36:20+00:00,"Ate: walang Sars Cov2, walang covid19
Covid: ah talaga ba sharmeyn, see you..

Meron parin talagang hindi naniniwala. Ã°Å¸ËœÂ· https://t.co/NdltRpKYwf",MOSTLY_FALSE
2658,kaCebuana,2021-09-19 07:30:00+00:00,"Ka-Cebuana excited ka na rin bang makapagpabakuna at makapagpicture? Walang problema! Makakatulong ang bakuna para bumaba o ma-control ang kaso ng #COVID19, tandaan lamang na huwag i-post ang inyong vaccination card para sa inyong information security. https://t.co/FBJNu96CM4",TRUE
2659,ABSCBNNews,2021-09-19 07:30:00+00:00,"Bilang ng mga kaso ng #COVID19 sa Cebu City, bumaba na - acting mayor

https://t.co/0i3ClH6JWP",TRUE
2660,FilmyPlus,2021-09-19 07:28:47+00:00,"RT @aneja_rinku: RT @DSSNewsUpdates: FOOD BANK: RATION DISTRIBUTION BY DERA SACHA SAUDA VOLUNTEERS | NAGPUR, MAHARASHTRA
#SaintGurmeetRamRahimJi #DeraSachaSauda #dss #food #ration #foodbank #RationDistribution #welfare  #Corona #CovidHelp #COVID19 #CovidÃ¢â‚¬Â¦ https://t.co/Wy5aeNfIrq",INVALID
2661,todobiranews,2021-09-19 07:27:41+00:00,"ABSCBNNews: Ito na nga ba ang makakatapos sa pandemya? 

Mataas ang pag-asa ng isang mananaliksik na makababalik ang mundo sa dating buhay kung saan walang social distancing at masks sa pamamagitan ng nasal spray vaccines laban sa #COVID19. 

BASAHIN: Ã¢â‚¬Â¦ https://t.co/7KU2iVVI98",MOSTLY_TRUE
2662,LilMsMalditaMD,2021-09-19 07:27:11+00:00,@nurse_erik Kausapin nila mga intubated na at sabihin nilang di totoo ang COVID19.,MOSTLY_TRUE
2665,LilMsMalditaMD,2021-09-19 07:22:51+00:00,"Gising Maharlika to people with sick and dying of COVID19:  "" Hindi totoo yang sakit niyo nagiinarte lang kayo kaya kayo tinubuan. Bumabagsak oxygen niyo dahil sa imaginary na sakit. Alam yan ng diyos na kunwari lang yan. Hindi totoo.""

Tanginang yan.",FALSE
2669,SaintRei_,2021-09-19 07:20:41+00:00,"My 84 years old lola from Quezon is now battling Covid19, and she's winning so far. Asking for prayers para tuluyan na siyang gumaling, salamat. Ã°Å¸â„¢Â",INVALID
2670,Chonggavin9,2021-09-19 07:20:09+00:00,"RT @DailyExpress_MY: Ex-Kunak rep Nilwan Kabang dies of #Covid19 

https://t.co/fw6wRCcZ7G",INVALID
2673,ivyasaa,2021-09-19 07:19:13+00:00,"Hindustan Times: Covid-19: Kerala remains worst-hit, Maharashtra distant second.
https://t.co/WrvFOrhM46",INVALID
2679,alexaguirrenism,2021-09-19 07:12:51+00:00,"misinformation kills talaga. hindi chismis ang covid19, tulad ng hindi chismis na nahihirapan na ang healthcare workers. this is insane. https://t.co/Pt9elDn9O7",TRUE
2685,yun_eh,2021-09-19 07:07:40+00:00,@dzbb @jhomer_apresto Mga ungas! Kung walang covid 19 bat di kayo ang magfrontliner sa hospital at patunayan Nyo di kayo mamamatay wag kayong mag mask at PPE. Hero kapa kasi napatunayan mo it's all a conspiracy! Be sensitive naman sa mga nabawian ng buhay due to covid19...,MOSTLY_TRUE
2689,westr0bert,2021-09-19 07:03:09+00:00,@rbarwanda @gatjmv Ibyo bakora byose still Europe ntiyemera Africa nuburyo I dealing na covid19 so at end of the day we are loosing ourselves,INVALID
2690,danullgirl,2021-09-19 07:01:29+00:00,RT @NationPinoy: Huwag sila dalhin sa HOSPITAL Kapag nagka COVID19,INVALIDT
2691,Cloudcrem,2021-09-19 07:00:45+00:00,Salesforce Apex Programming tutorial  #superbadge #JN #JornalNacional  #salesforcejobs #salesforceconsultant #SalesforceCPQ  #lookingfornewjob  #COVID19 #lostjob t #wfh https://t.co/IrDMz91vCk 5,INVALID
2719,KayaPaNaman,2021-09-19 06:42:28+00:00,"RT @Teddybird: @cece92592989 Ang nakajalungkot, iuuwi nila sa Bahay yung COVID19 Ã¢â‚¬Â¦ mahahawa yung magulang nila na Hindi lumabas ng Bahay",MOSTLY_TRUE
2721,Joon_rkive613,2021-09-19 06:42:02+00:00,Totoo po ang COVID19 ! Hindi po ayon chismis o haka haka lang ! Kung ayaw niyo po maniwala try niyo pumunta ng mga Hospital para makita ang kalagayan ng mga taong infected at taong tumulong upang labanan ang COVID19 virus ! https://t.co/cTY5phr54n,TRUE
2732,News5PH,2021-09-19 06:36:11+00:00,Ilang staff na rin ng Benguet General Hospital ang nagpositibo sa #COVID19. https://t.co/3RNzVTeyMp,TRUE
2753,_uzalendo,2021-09-19 06:22:05+00:00,@germaiko @ngurumo Walikua na kibali? Bado kuna covid19 kaka,INVALID
2770,angieandersen,2021-09-19 06:18:42+00:00,"@antonyostark Sana tamaan kayo ng covid19 at wag kayo pagamot saan hospital sa bansa 
Para malamam ninyo KABALIWAN NINYO 
SORRY BUT NOT SORRY",INVALID
2771,ABSCBNNews,2021-09-19 06:17:59+00:00,"Ito na nga ba ang makakatapos sa pandemya? 

Mataas ang pag-asa ng isang mananaliksik na makababalik ang mundo sa dating buhay kung saan walang social distancing at masks sa pamamagitan ng nasal spray vaccines laban sa #COVID19. 

BASAHIN: https://t.co/ueGVKJJdyS https://t.co/ebeERJ1fJS",MOSTLY_TRUE
2774,Odoyo06849275,2021-09-19 06:09:07+00:00,"@Waziri_Afya @CatherineRuge Dr. eti waliokataliwa na ukoo huwa wana laana!? Eti, uliugua Covid19, ukapona kwa limao na kitunguu saumu!?
Eti, wewe huwa ni msanii wa wizara, yaani 'comedian!?'
Eti, hospitali zina charge zaidi ya 100,000/- kwa mtungi; wagonjwa wakibahatika kupona malipo yanawaua kwa pressure!?",INVALID
2775,ommeletteee,2021-09-19 06:08:54+00:00,Next week may tatamaan ng COVID19 dito. https://t.co/2hcICrK55y,INVALID
2776,DiegoGa31138514,2021-09-19 06:08:19+00:00,"Saang planeta kaya galing mga eto o baka naman matagal nagtago sa bundok at kakababa pa lng, kung ayaw magsuot ng facemask at ayaw maniwala sa bakuna at covid19 eh di wow wag lng sila lalapit sa gobyerno pag nagkasakit sila https://t.co/J4T08zRhrG",INVALIDT
2778,CoKimPiolo,2021-09-19 06:05:12+00:00,RT @Nimfasapayahoo1: @Reyn892 @CoKimPiolo Tama ka idol Ms KimChiu.Sana nga wish ko ng dahil sa covid19 magkaisa na tayong https://t.co/hNzKÃ¢â‚¬Â¦,INVALID
2779,Nimfasapayahoo1,2021-09-19 06:03:24+00:00,"@Reyn892 @CoKimPiolo Tama ka idol Ms KimChiu.Sana nga wish ko ng dahil sa covid19 magkaisa na tayong https://t.co/hNzKuceUCz DIVISION. Baka nman pwede na tayong magkaisa,,,ABSCBNKapamilya GMA7Kapuso ,TV5 Kapatid at A2Z ....AMENÃ°Å¸Â¤ÂÃ°Å¸Â¤ÂÃ°Å¸Â¤ÂÃ°Å¸â€™Å¾Ã°Å¸â€™Å¾Ã°Å¸â€™Å¾Ã°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢â€¹Ã¢â‚¬ÂÃ¢â„¢â‚¬Ã¯Â¸ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â",INVALID
2780,mrwallfl0wer,2021-09-19 05:58:51+00:00,Yung ayaw daw sa anti-COVID19 vaccine pero fully vaccinated mga aso at pusa? Don't me! Ã°Å¸â„¢â€žÃ°Å¸â„¢â€žÃ°Å¸â„¢â€žÃ°Å¸â„¢â€ž,INVALID
2781,nognogdiaries,2021-09-19 05:58:45+00:00,"@dzbb @jhomer_apresto Sana pwde sila itour sa loob ng covid facilities, at ng makita nila kung gaano kalala ang covid19.
You guys haven't seen how a severe case looks like, kaya kayo ganyan, but it doesn't mean na it's not real.

Magfacemask po tayong lahat, may rason ang takot sa covid19.",MOSTLY_TRUE
2782,DOppenheuser,2021-09-19 05:56:03+00:00,@Micloewe @COVID19 God kamp,INVALID
2784,dzrhnews,2021-09-19 05:35:18+00:00,"Baguio City, nakapagtala ng all time high na 411 na bagong kaso ng #COVID19 kahapon | via RH41 Rommy Gonzales #RapidoHatawBalita #DZRHNationwide 

WATCH: https://t.co/k87jr5zSnF https://t.co/M3RBvKIZt1",TRUE
2785,covid21plusplus,2021-09-19 05:20:50+00:00,"@Teddybird tama naman sila, wala nang covid19, covid21 na meron Ã°Å¸Â¤Â£ next year covid22 na",FALSE
2786,johndlqnza,2021-09-19 05:19:25+00:00,Ano kaya mararamdaman ng mga tangang to kung sa mga susunod na araw sila na yung may covid19? Ge lang ha. https://t.co/ll1pIbKGzU,INVALID
2787,freethewillynow,2021-09-19 05:17:33+00:00,Sana may pumuntang Covid19 positive at kausapin sila isa-isa nang walang face mask. https://t.co/tLvYwuRRQN,INVALID
2788,DailyExpress_MY,2021-09-19 05:08:59+00:00,"Ex-Kunak rep Nilwan Kabang dies of #Covid19 

https://t.co/fw6wRCcZ7G",INVALID
2789,Agalancelot1225,2021-09-19 05:03:17+00:00,"@dzbb @jhomer_apresto Patawarin kayo nang Diyos. Iyong  Broadcaster dito sa US na ayaw maniwala sa Covid19,at kontra facemask at vaccine,died last week due to covid19. https://t.co/1bo3E8PA3b",INVALIDT
2790,thechronicleph,2021-09-19 05:03:13+00:00,"(1/2)
Iniulat ng World Health Organization na may clinical trials na hinggil sa #COVID19 vaccine nasal spray.

Sa ngayon, walong uri ng nasal spray ang pinag-aaralan, kabilang na ang mga produkto ng Xiamen University, University of Hong Kong at Beijing Wantai Biological Pharmacy. https://t.co/XcRw3Krz52",TRUE
2791,Agalancelot1225,2021-09-19 04:56:18+00:00,@vjm0906 @pnppio Hunghang!Kami dito sa US laki nang pasasalamat dahil ang vaccine ay nakatutulong sa amin na hindi kami magkaroon nang severe effect nang covid19 kahit exposed kami sa work namin.,TRUE
2792,dzrhnews,2021-09-19 04:46:19+00:00,"Mga #COVID19 positive sa araw ng eleksyon sa 2022, posibleng hindi makaboto Ã¢â‚¬"" @COMELEC | #RapidoHatawBalita #DZRHNationwide",TRUE
2793,dzrhnews,2021-09-19 04:45:07+00:00,"Ã¢â‚¬ËœPeakÃ¢â‚¬â„¢ ng #COVID19 sa NCR, hindi pa naaabot taliwas sa obserbasyon ng OCTA - @DOHgovph | #RapidoHatawBalita #DZRHNationwide",MOSTLY_TRUE
2794,RheyRev,2021-09-19 04:44:11+00:00,Nagpapasalamat sa pagkain na meron ako sa araw na ito at higit sa lahat dahil nalalasahan ko pa rin ito. #COVID19,INVALIDT
2795,JdLifer,2021-09-19 04:37:40+00:00,"RT @maru_tadeo: Xi Jinping
Felicita a #CELAC2021 
#COVID19 https://t.co/EaRwLMJKmx",INVALID
2796,News5PH,2021-09-19 04:37:26+00:00,"Sa Facebook post ni Dr. Aranzamendez, ikinuwento niya ang hirap na dinaranas nilang medical frontliners ngayong may #COVID19 pandemic.

FULL POST: https://t.co/1pTYm5adGQ",TRUE
2798,nursechristian_,2021-09-19 04:27:10+00:00,"Uyy, happy Sunday. Ingat sa #COVID19 ha. Wag kalimutang magsuot ng mask at maghugas ng kamay. Parang ikaw, di ko nakakalimutan. Ahwit! Ã°Å¸ËœÅ  https://t.co/UJXxKnV5cS",INVALIDT
2800,umipigMD,2021-09-19 04:24:01+00:00,"Since di naman sila naniniwala sa COVID19, sila nalang pagduty-hin sa COVID ward ng walang PPE. Diba mas makakatipod ang gobyerno sa kanila. Ã°Å¸Â¥Â°Ã°Å¸Â¥Â°Ã°Å¸Â¥Â°Ã°Å¸Â¥Â° https://t.co/B94lFxQElh",INVALIDT
2801,oshgiggles,2021-09-19 04:23:05+00:00,gusto ko sanang magsimba sa 21 kase birthday ni Jongdae kaso ang dami ng kaso ng covid19 dito :(((,INVALID
2802,WillyGaleon2,2021-09-19 04:22:40+00:00,"RT @ABSCBNNews: DOH di pa nakikita ang peak ng #COVID19 cases sa Metro Manila

https://t.co/yNTDEPy3xi",TRUE
2808,NationPinoy,2021-09-19 04:12:38+00:00,"Sir @attyharryroque @SAPBongGo huwag nyo tulongan itong mga gago na ito kunv sila magka COVID19, huwag dalhin sa HOSPITAL. https://t.co/LlUftEu2jN",INVALID
2810,NationPinoy,2021-09-19 04:09:39+00:00,Huwag sila dalhin sa HOSPITAL Kapag nagka COVID19 https://t.co/LlUftEu2jN,INVALID
2811,KnowledgeStall,2021-09-19 04:06:03+00:00,"Covid-19: Kerala remains worst-hit, Maharashtra distant second - Hindustan Times https://t.co/BqogIiVTiq",INVALID
2812,cowinblore1844,2021-09-19 03:57:23+00:00,"Pincode: 560043
COVISHIELD - Dose 2: 100 slots

Age: 18  - 44 
Date: 20 Sep 2021
Fees: Ã¢â€šÂ¹780
Bangalore Nethralaya HRBR Lyt, Mahadevapura - BBMP

#CoWIN #IndiaFightsCorona #COVID19 #Vaccine #cowinblore1844 #BBMP #COVISHIELD",INVALID
2813,cowinblore1844,2021-09-19 03:57:19+00:00,"Pincode: 560043
COVISHIELD - Dose 1: 20 slots

Age: 18  - 44 
Date: 20 Sep 2021
Fees: Ã¢â€šÂ¹780
Bangalore Nethralaya HRBR Lyt, Mahadevapura - BBMP

#CoWIN #IndiaFightsCorona #COVID19 #Vaccine #cowinblore1844 #BBMP #COVISHIELD",INVALID
2815,Teddybird,2021-09-19 03:56:15+00:00,"@cece92592989 Ang nakajalungkot, iuuwi nila sa Bahay yung COVID19 Ã¢â‚¬Â¦ mahahawa yung magulang nila na Hindi lumabas ng Bahay",MOSTLY_TRUE
2816,docDNic,2021-09-19 03:50:27+00:00,"@dzbb @jhomer_apresto Pakibusalan bibig! Walang tama sa sinabi nya. Araw araw dami body bag sa ER, Covid19. Pakidala sya sa ward ng covid ng walang proteksyon. Mga one month. Dun sa maraming Delta Variant.",INVALID
2817,Rex46316510,2021-09-19 03:50:04+00:00,@dzbb @jhomer_apresto I hope makilala ang mga ito para pag nagka Covid19 eh hindi tanggapin sa hospital or hindi sila macover Ng Philhealth Ã°Å¸ËœÂ¡,INVALID
2819,Smartheart3,2021-09-19 03:43:42+00:00,@apriikano Mga walang utak yan. Wala daw covid19 sa dami ng namatay na yun wala pa daw,INVALIDT
2820,AtheeHeureux27,2021-09-19 03:43:20+00:00,"RIP Dinky Soliman Ã°Å¸â„¢Â

Ingatan po nating maigi mga vulnerable na kasama natin sa bahay.

#COVID19",TRUE
2821,captivatingcatb,2021-09-19 03:31:31+00:00,"Gin-anunsyo yana nga aga, September 19, 2021 han Department of Health - Eastern Visayas na mayda 267 na bag-o na mga kumpirmado na COVID-19 na positibo na mga kaso dinhi ha rehiyon yana.

Ngan 2 hini tikang Catbalogan City.

#newcases #easternvisayas 
#covid19 #coronavirus https://t.co/dcjiZg44p3",INVALID
2823,maru_tadeo,2021-09-19 03:19:19+00:00,"Xi Jinping
Felicita a #CELAC2021 
#COVID19 https://t.co/EaRwLMJKmx",INVALID
2824,Teddybird,2021-09-19 03:08:19+00:00,@Lux_Lav @dzbb @jhomer_apresto I second the motion. We can save on masks and PPEs anyway hindi naman d sa ila naniniwala na may COVID19,INVALIDT
2825,ifmdagupanNEWS,2021-09-19 03:01:35+00:00,"Nagpaalala ang DOHCHD 1 sa mga Lokal na pamahalaan sa Ilocos Region na tiyakin ang seguridad ng paglalagakan ng bakuna matapos ang nangyaring pagkasunog ng mga bakuna sa San Nicolas Ilocos Norte.

BASAHIN DITO: https://t.co/HqH3SfZKCq

#ifmnews
#ifmdagupan

| via Idol Ella Garcia",TRUE
2826,thepostph,2021-09-19 03:00:01+00:00,Tiniyak ng Department of Education (@DepEd_PH) na may sapat silang mekanismo upang matulungan ang mga teaching at non-teaching personnel ng mga paaralan na tinamaan ng Covid19. #thepostph #phstudenttambayan https://t.co/PowI7g7upD,MOSTLY_TRUE
2827,RightPatriotsPH,2021-09-19 02:40:19+00:00,RT @DDSholic_1972: Sinasabi ni Roque na gusto ng oposisyon na magfail ang government. Sinabi ni VP Leni na hindi gusto ng oposisyon na pumaÃ¢â‚¬Â¦,INVALID
2832,mariovilla82,2021-09-19 02:39:57+00:00,@LazadaPH Ito ang most unique nabili ko sa Lazada so far ang Kwik insure napapanahon dahil sa COVID19 pandemic. Sobrang laking tulong nito if ever. #NasaLazadaYan https://t.co/HNsFASiBFw,INVALID
2833,Bebe_bh0i,2021-09-19 02:37:59+00:00,ang covid19 ay gawa-gawa lamang ng illuminati.  eme https://t.co/rtEcR7jTVo,FALSE
2834,thechronicleph,2021-09-19 02:07:13+00:00,"Muling iginiit ng Department of Health na walang siyentipikong ebidensya na makapagpapatunay na gamot sa #COVID19 ang anti-parasitic drug na Ivermectin. 

#TheChronicle #YourNewsNOW https://t.co/aOB67rzf2E",TRUE
2836,Zaibell6,2021-09-19 01:56:26+00:00,"RT @Loverhardfucker: Dahil sa covid19 na to mas lalo tumaba dahil madalas kain tulog lng,wala muna kantot vids ngaun,jakol vids muna at nasÃ¢â‚¬Â¦",INVALID
2837,HONEYMIE555,2021-09-19 01:52:18+00:00,"@valenzuelacity @rex_gatchalian Sana po bumaba pa yan sa susunod na mga araw hnggang sa tuluyan mwala na c covid19..
Ang hirap kc kpag mag ECQ wla pasok mga ank kc pabrika nila luckdown din,yong my ari ng apartment nmin walng ptawad alam n ECQ hndi lahat my pasok.. cge pbarangay kpag late n kmi mgbyad ng bhay..",INVALID
2838,JustinKiness,2021-09-19 01:44:07+00:00,RT @ABSCBNNews: JUST IN: Dumating na sa Pilipinas ngayong Sabado ang karagdagang doses ng bakuna kontra #COVID19 na Sputnik V. #COVID19VaccÃ¢â‚¬Â¦,TRUE
2840,roniiiangelica,2021-09-19 01:38:29+00:00,wala daw covid19 Ã°Å¸â€˜ÂÃ°Å¸â€˜â€žÃ°Å¸â€˜Â https://t.co/5IWdXK3OOF,FALSE
2843,johnkwho,2021-09-19 01:33:08+00:00,Hahahahahaha Ã¢â‚¬Â¦ Ã°Å¸â„¢Ë† #Singapore #COVID19 https://t.co/rpPyk7fLf7,INVALID
2846,JuliusLevisteRN,2021-09-19 01:13:06+00:00,RT @ninocvelasco: Cardiac Catheterization Laboratory NursesÃ°Å¸Â«â‚¬pose kahit sobrang bigat ng lead gown pa shield laban sa radiation Ã¢ËœÂ¢Ã¯Â¸Â #NurseTwiÃ¢â‚¬Â¦,INVALID
2848,princeyice,2021-09-19 00:46:28+00:00,"RT @ABSCBNNews: JUST IN: Dumating na sa Pilipinas ngayong Sabado ang karagdagang 961,000 doses ng bakuna kontra #COVID19 ng Moderna. #COVIDÃ¢â‚¬Â¦",TRUE
2854,2020WzAdisaster,2021-09-19 00:04:45+00:00,RT @NshutiLoosen: Tinya icyorezo ukoraho jokes Kuri YouTube ukaba demonitize wagikoraho joke Kuri Instagram na Twitch ukaba suspended nonehÃ¢â‚¬Â¦,INVALID
2855,BaksEarl7,2021-09-19 00:02:56+00:00,"RT @ABSCBNNews: Umabot na sa higit 2.347 milyon ang kumpirmadong kaso ng #COVID19 sa Pilipinas matapos makapagtala ng karagdagang 23,134 kaÃ¢â‚¬Â¦",TRUE
2858,UBRAVEHEART,2021-09-18 23:30:13+00:00,"RT @dzrhnews: Mga empleyado, dapat bakunahan na mismo sa kanilang opisina para sa mas mabilis na #COVID19 vaccination ayon kay Marikina 1stÃ¢â‚¬Â¦",MOSTLY_TRUE
2859,HumpPazLoofah,2021-09-18 23:17:53+00:00,Grupo ng mga TABOGO!!! Sila mag-alaga sa mga may COVID19 at huwag silang magsusuot ng mask and let's see kung hanggang saan sila abutin o dun sila sa mga Hospital tumambay. Mga buwakanang shit! https://t.co/6mtDvdeXmk,INVALID
2864,AbanteNews,2021-09-18 22:30:00+00:00,"23K bagong COVID case, 143 gumaling patay pala
https://t.co/MB17SGp8h6
#TunayNaTabloidista 
#ToniteNews
#COVID19",TRUE
2868,NshimyimanaEmma,2021-09-18 21:33:57+00:00,RT @sir_damas: Twitabire kwikingiza #COVID19 kuko  #InkingoNiUbuzima. #Rwanda #Sindohoka,INVALID
