ID,rating,claim description,content,title,content type
852,FALSE,Tumanggi sa interview si VP Leni dahil &#8216;live&#8217; ito,,,Article
853,FALSE,Voluntary ROTC implemented during president Cory Aquino’s term,,,Article
854,FALSE,Nangungunang rice granary ang Filipinas noong panahon ni Marcos,,,Article
855,FALSE,Ferdinand Marcos appeared in a 1983 world leaders’ meeting in Canada,,,Article
856,FALSE,Ferdinand Marcos appeared in a 1983 world leaders’ meeting in Canada,,,Article
857,FALSE,Justice Leonen removed from his post,,,Article
858,FALSE,Justice Leonen removed from his post,,,Article
859,FALSE,Tanggal na bilang Comelec Commissioner si Rowena Guanzon,,,Article
860,FALSE,Magkasalungat na idea sa quote ni Robredo tungkol sa drug war,,,Article
861,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
862,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
863,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
864,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
865,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
866,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
867,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
868,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
869,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
870,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
871,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
872,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
873,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
874,FALSE,Jessy Mendiola 'dead' after car crash,,,Article
875,FALSE,Congressman Marcoleta files complaint against Justice Leonen,"#Marcoleta #Leonen #Money





Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/

Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.",ITO ANG NAKAKAGULAT: MARCOLETA SINAMPAHAN ng KASO si LEONEN dahil sa NAKAKALULANG KAYAMANAN NITO!!,Article
876,FALSE,Isko Moreno quote on previous admin’s Manila Bay efforts,Tama ka po Mayor @IskoMoreno 👊🇵🇭 https://t.co/eCQ4gi4Hod,Tama ka po Mayor @IskoMoreno 👊🇵🇭 https://t.co/eCQ4gi4Hod,Article
877,FALSE,Trillanes to be imprisoned for kidnapping,,,Article
878,FALSE,Comelec spokesperson Jimenez removed from post,,,Article
879,FALSE,Facebook page of OVP’s Bayanihan E-Konsulta shut down,,,Article
880,FALSE,Duterte confirms vice presidential candidacy in 2022 polls,,,Article
881,FALSE,Maririnig umano sa isang video na sumigaw ng “Marcos pa rin” ang audience sa Robredo proclamation rally.,,HINDI TOTOO: Bidyo ng pagsigaw ng ‘Marcos pa rin’ sa Robredo proclamation rally,Article
882,FALSE,Rolex gives away watches to celebrate 100th anniversary,,,Article
883,FALSE,Magellan gave the name ‘Philippines’ to the country,,,Article
884,FALSE,Bongbong Marcos-Sara Duterte tandem for 2022 elections now official,,,Article
885,FALSE,Duterte 'fires' hundreds of errant cops,,,Article
886,FALSE,Duterte 'fires' hundreds of errant cops,,,Article
887,FALSE,Duterte 'fires' hundreds of errant cops,,,Article
888,FALSE,Duterte 'fires' hundreds of errant cops,,,Article
889,FALSE,Duterte 'fires' hundreds of errant cops,,,Article
890,FALSE,Duterte 'fires' hundreds of errant cops,,,Article
891,FALSE,Duterte 'fires' hundreds of errant cops,,,Article
892,FALSE,"Aquino admin officials 'stole, deposited' 3,500 metric tons of gold in Thailand",,,Article
893,FALSE,'Phivolcs found Mount Pinatubo irregularities' after Luzon earthquake,"The state seismology agency Phivolcs found irregularities at Mt. Pinatubo following the magnitude 6.1 earthquake in Porac, Pampanga.",Phivolcs Found Irregularities at Mt. Pinatubo Following Pampanga Quake,Article
894,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
895,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
896,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
897,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
898,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
899,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
900,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
901,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
902,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
903,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
904,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
905,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
906,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
907,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
908,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
909,FALSE,Fiscal in viral road altercation video 'shot dead',,,Article
910,FALSE,Website gives free housing for the poor,,,Article
911,FALSE,‘Ninoy Aquino died a Malaysian citizen’,,,Article
912,FALSE,‘Ninoy Aquino died a Malaysian citizen’,,,Article
913,FALSE,Kris Aquino wears ‘Imelda Marcos’ necklace’,,,Article
914,FALSE,Kris Aquino wears ‘Imelda Marcos’ necklace’,,,Article
915,FALSE,‘Ninoy Aquino died a Malaysian citizen’,,,Article
916,FALSE,‘Ninoy Aquino died a Malaysian citizen’,,,Article
917,FALSE,Kris Aquino wears ‘Imelda Marcos’ necklace’,,,Article
918,FALSE,Binanatan ni University of the Philippines professor “Carlita” Carlos si Leni Robredo sa isang interview dahil sa umano’y paunang paghingi nito ng mga tanong para sa SMNI Presidential Debate.,,Binanatan ni University of the Philippines professor “Carlita” Carlos si Leni Robredo sa isang interview dahil sa umano’y paunang paghingi nito ng mga tanong para sa SMNI Presidential Debate.,Article
919,FALSE,"Robredo gave ‘only 5 pcs of pan de sal, bottled water’ each to Taal victims",She’s the only one smiling The country is coming together to support the countless Filipinos who have been affected by Taal’s ashfall.,NETIZEN HITS ROBREDO FOR SPENDING MORE MONEY ON MEDIA COVERAGE THAN TAAL RELIEF GOODS | MindaNation,Article
920,FALSE,COA runs after Robredo for P195 million unutilized funds,LENI ROBREDO KAKASUHAN NG COA? PANOORIN ANG BUONG VIDEO SA IBABA!!! embed code youtube S...,VP LENI ROBREDO TINUTUGIS at KAKASUHAN NA ng COA?!| P195 MILLION hindi ITINULONG sa MAHIHIRAP!,Article
921,FALSE,COA runs after Robredo for P195 million unutilized funds,"#LeniRobredo #Funds #Money
Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/


VP LENI ROBREDO Hindi NAKALIGTAS sa IMBESTIGASYON ng COA| P195 MILLION hindi ITINULONG sa MAHIHIRAP!

Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.",VP LENI ROBREDO TINUTUGIS at KAKASUHAN NA ng COA?!| P195 MILLION hindi ITINULONG sa MAHIHIRAP!,Article
922,FALSE,COA runs after Robredo for P195 million unutilized funds,,,Article
923,FALSE,Amazon gives free gifts in celebration of 30th anniversary,,,Article
924,FALSE,Angel Locsin formally declared running for senator under LP,,,Article
925,FALSE,Children are not vulnerable to COVID-19 – Trump,,,Article
926,FALSE,Miss Universe Myanmar 2020 dies in car crash,"its all about opinion only. Understand before react or comment thank you



#like #comment 

for ads to my channel and promote of your product you to my channel you can message me at my facebook acount in this link
https://m.facebook.com/profile.php?id=100004978985513



Thank you so much for watching 😉 I hope you enjoyed 🤘🏼 I love you ♥️ Please like 👍 comment 📝 and SUBSCRIBE!!!! 🙏🏻'🙏🏻🙏🏻 Please click the button too.🔔 


COPYRIGHT DISCLAIMER: Copyright Disclaimer Under 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor the fair use.



Ctto: 
video intro: http://topfreeintro.com/2d-intro-template-sony-vegas-8/ 
Video Editor : 👉adobe premiere pro 2018
intro music :👉https://m.youtube.com/watch?v=Cp9oCLEdiPE
Music Background:👉 Youtube free music
Photo by: google free photo
News from: survey and netizen",MISS UNIVERSE MISS MYANMAR PUMANAW NA DAHIL SA CAR ACCIDENT ( REST IN PEACE MISS MYANMAR),Article
927,FALSE,Manny Pacquiao disqualified in 2022 elections,"WATCH THE LATEST NEWS TODAY

BANAT NEWS TV is about selected video clips of latest news, speeches and interviews of President Rody Duterte, and a news vlog magazine where you can find latest news and crucial updates happening in the Philippines 

WE ADDED OUR UNIQUE VALUE ON EVERY VIDEOS WE MADE , INCLUDING THIS ONE THROUGH OUR OWN COMMENTARY AND VISUAL PRESENCE. 

We do our responsibility to share what's happening in the Philippines 
#TrendingNews#Duterte#ProtectThePresident
#BanatNewsTv

COPYRIGHT DISCLAIMER: Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. 

(NO COPYRIGHT INTENTIONS, FOR SUPPORT AND EDUCATIONAL PURPOSES ONLY)

Mabuhay Pilipinas kong Mahal. To God Be The Glory.

West Philippine Sea 
South China Sea 
BANAT BY
PH NOW
DDS NEWSINFO
PH BREAKING NEWS
SHOWBIZ FANATICZ
BONGBONG MARCOS
LENI ROBREDO
WEST PHILIPPINE SEA
CONG MARCOLETA
MANNY PACQUIAO
MAYOR SARA DUTERTE
MAYOR ISKO MORENO","JUST IN BALITA : CONFIRMED! PRES DUTERTE , SAWAKAS! DISQUALIFY na PACQUIAO PINAKAKASUHAN ROBREDO POE",Article
928,FALSE,"Meralco, Manila Water give P10,000 to poor families",,,Article
929,FALSE,ABS-CBN 'now officially renewed 25 years of franchise’,#ABSCBNfranchise #ABSCBNrenewal #NoToAbsCbnShutdown,ABS-CBN nakapagrenew na ! President Duterte pinirmahan na ang franchise | ABSCBN FRANCHISE RENEWAL !,Article
930,FALSE,,confirmed cases of corona virus in RCBC and PBCom. orkot!!,confirmed cases of corona virus in RCBC and PBCom. orkot!!,Article
931,FALSE,Bongbong Marcos announced as new VP in September 2020,"Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/



TAPOS ang MALILIGAYANG ARAW| ROBREDO PABABABAIN NA SA PWESTO| BONGBONG MARCOS TUNAY NA VICE PRESIDENT



Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.",BREAKING NEWS: ROBREDO PABABABAIN NA SA PWESTO| BONGBONG MARCOS BAGONG VICE PRESIDENT NG PILIPINAS!,Article
932,FALSE,Duterte gov’t to arrest ICC Prosecutor Bensouda,"#HarryRoque #FatouBensouda #Politics




Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/

Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.","JUST IN: Dahil sa Maling BINTANG kay Pres. Duterte ICC Prosecutor Bensouda, KUMPIRMADONG MAKUKULONG!",Article
933,FALSE,'Marijuana Boys tortured then killed',,,Article
934,FALSE,"No obstruction, collusion found between Trump campaign and Russia – Pence",@chiminachi @Mike_Pence there was no Russian collusion read the Mueller report,"@chiminachi @Mike_Pence there was no Russian collusion read the Mueller report
",Article
935,FALSE,ABS-CBN’s P13 billion loss happened in 4 months,,,Article
936,FALSE,‘Coca-Cola Welfare Fund’ survey,,,Article
937,FALSE,Bicol has highest COVID-19 cases in the Philippines,"#SaraDuterte #LeniRobredo #Politics



Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/



CONFIRMED: VP LENI, KINARMA AGAD MATAPOS LAITIN ang DAVAO CITY| BICOL REGION PINAKA MARAMI NA ANG COVID! 

Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.","CONFIRMED: VP LENI, KINARMA AGAD MATAPOS LAITIN ang DAVAO CITY| BICOL REGION PINAKA MARAMING COVID!",Article
938,FALSE,Cory Aquino’s letter proclaims Marcos wealth is not ill-gotten,,,Article
939,FALSE,Duterte removes Gwen Garcia and Isko Moreno from office,,,Article
940,FALSE,US gov’t declares former ICC prosecutor Bensouda persona non grata,"#FatouBensouda #LarryGadon #Media



Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/

Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.","JUST IN: ICC, Prosecutor Fatou Bensouda HINATULAN ng PERSONA NON GRATA sa BANSANG AMERIKA!",Article
941,FALSE,US national debt reaches more than $30 trillion,,,Article
942,FALSE,US national debt reaches more than $30 trillion,,,Article
943,FALSE,"WHO reverses stance, urges world leaders to lift lockdowns",,BREAKING NEWS! WHO BUMALIGTAD NA! HINIKAYAT ANG MGA LEADERS SA BUONG MUNDO NA ITIGIL NA ANG LOCKDOWN,Article
944,FALSE,Bill Gates admits COVID-19 vaccine will permanently alter human DNA,,,Article
945,FALSE,Russia's interference in 2016 U.S. election turned out to be a hoax – Trump,,,Article
946,FALSE,COVID-19 vaccine more dangerous than the disease,,,Article
947,FALSE,UNHRC says there are no extrajudicial killings in the Philippines,,,Article
948,FALSE,85% of mask wearers catch COVID-19,,,Article
949,FALSE,Vilma Santos confirms 2022 presidential bid,GRABE! VILMA SANTOS TATAKBONG PRESIDENTE SA ELEKSYON 2022 Full Khit tumakbo sila walang mananalo dyan pag binoto mo sila lalong lulubog ang bansa baka lahat tayo maging adik mga salot yan sa bansaBakit galit kyu me utak yan proud kmi to the highest level para ...,GRABE! VILMA SANTOS TATAKBONG PRESIDENTE SA ELEKSYON 2022 Full - Pinoy TV,Article
950,FALSE,Vilma Santos confirms 2022 presidential bid,"GRABE! VILMA SANTOS TATAKBONG PRESIDENTE SA ELEKSYON 2022

#ELEKSYON2022
#VILMASANTOS
#VHINCELEBRITYVLOG",GRABE! VILMA SANTOS TATAKBONG PRESIDENTE SA ELEKSYON 2022,Article
951,FALSE,"Duterte criticizes Liza Soberano, orders her endorsements canceled",,,Article
952,FALSE,Liza Soberano is a member of the NPA,,,Article
953,FALSE,ABS-CBN reporter opposed Duterte’s candidacy during press conference,"#RodrigoDuterte #ABSCBN #Media




Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/

Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.","JUST IN: ABSCBN Reporter JOYCE Balancio, MINURA ni PRRD, Matapos TUTULAN ang PAGTAKBO nito sa 2022!!",Article
954,FALSE,Noynoy Aquino died due to HIV,Noynoy Hindi raw gumaling sa HIV kaya ito Pumanaw ayon yan kay Atty. Gadon,NOYNOY HIV Raw Ang Sanhi Ng Pagpanaw Nito Ayon Yan sa PAHAYAG Ni Atty. Larry Gadon,Article
955,FALSE,Noynoy Aquino died due to HIV,"#LarryGadon #NoynoyAquino #Media



Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/



Atty GADON, PINAGTAWANAN at IBINULGAR ang TUNAY na RASOn sa PAGPANAW ni PNOY| ""SA H!V YAN!""



Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.","JUST IN: Atty GADON, IBINULGAR na HINDI sa DIABETES Kundi sa H|V NAMATAY si PNOY| NETIZENS NAGULAT!!",Article
956,FALSE,,"#Trending #NoynoyAquino #Media



Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/

Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.",JUST IN: Atty. Trexie Angeles KINUMPIRMA NG LUNG CAN CER at ATAKE SA PUSO ang IKINAMATAY ni PNOY!,Article
957,FALSE,Duterte removes Gwen Garcia and Isko Moreno from office,"KAKAPASOK LANG : PANGULONG DUTERTE GOODNEWS! SIBAK si GOV GWEN GARCIA AT KA-ISKO AYAW SUMUNOD!

#TrendingNews #Duterte #ProtectThePresident #PHBreakingNews #PinasNews #PhNewsArchives #PhNews

Mabuhay Pilipinas kong Mahal. To God Be The Glory.

West Philippine Sea
South China Sea
24 ORAS NEWS
TV PATROL NEWS
BANAT BY
DDS NEWSINFO
PH BREAKING NEWS
SHOWBIZ FANATICZ
BONGBONG MARCOS
LENI ROBREDO
CONG MARCOLETA
MANNY PACQUIAO
MAYOR SARA DUTERTE
MAYOR ISKO MORENO
PNP CHIEF ELEAZAR",KAKAPASOK LANG : PANGULONG DUTERTE GOODNEWS! SIBAK si GOV GWEN GARCIA AT KA-ISKO AYAW SUMUNOD!,Article
958,FALSE,Manila Bay rehabilitation project is first attempt to clean it – Moreno,,,Article
959,FALSE,99% of people recover from COVID-19 – Trump,,,Article
960,FALSE,"Shopee Philippines gives away 100,000 iPhones",,,Article
961,FALSE,Queen Elizabeth II impressed by Duterte’s good governance,,,Article
962,FALSE,Queen Elizabeth II impressed by Duterte’s good governance,,,Article
963,FALSE,Marcoses were not convicted of any charges,,,Article
964,FALSE,Harvard lists hardest courses in the world,,,Article
965,FALSE,PET ad hoc committee 'confirms cheating' during 2016 elections,,,Article
966,FALSE,"France Castro, Satur Ocampo sentenced to death for child abuse",Ibinunyag ni Presidential Communication Operations Office (PCOO) Undersecrtary Lorraine Badoy na babasahan na ng sakdal sina former B...,"Leftist Congresswoman, Babasahan na ng Sakdal sa Kasong Child Abuse ""Bitay ang Hatol!""",Article
967,FALSE,Pacquiao did not pass any law in 11 years as legislator,"All clips are property of their respective owners. No copyright infringement is intended.

""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",SI LITO LAPID 6 YRS AS SENATOR NAKAGAWA NG BATAS! SI PAKYAW 11 YRS NA HANGGANG NGAYON WALA PARIN! 🤣,Article
968,FALSE,'No massacres' during Martial Law,,,Article
969,FALSE,Robredo-Moreno nagyabang na tatalunin ang Duterte-Marcos sa Halalan 2022,,LENI-ISKO NAGYABANG SA MANILA! SILA DAW GIGIBA SA DUTERTE-MARCOS!,Article
970,FALSE,,Students at National University on Thursday started to walk out from Sen. Risa Hontiveros speech after she promoted the anti-Marco...,Just In! National University Students Walks Out From Sen. Hontiveros Speech,Article
971,FALSE,YouTube livestream of 2020 U.S. presidential election results,"LIVE 2020 Presidential Election Results - Who Is Winning - LIVE Results From Polls - Voting Music. Watch this live election map which shows the current states polls and poll results. The election results countdown!
Support my channel at Patreon.👀
http://www.youtube.com/c/RAWANDUNCUT
Get early access to the Morning show.😜
http://www.youtube.com/c/RAWANDUNCUT My Channel.
follow me on twitter @britphilippine
Instagram - jamesneilcooper
facebook https://www.facebook.com/JAMES-NEIL-Cooper
Or just subscribe and hit the bell button😀
Check out my partners YT channel😃
https://www.youtube.com/channel/UCC5-PapHcky_en1Pp1HUe8Q",LIVE USA ELECTION RESULTS TRUMP VS BIDEN WITH CHAT,Article
972,FALSE,Pacquiao lumabag sa patakaran ng Comelec,"#JaySonza #MannyPacquiao #Media



Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/



JUST IN: PACQUIAO Kumpirmadong LUMABAG sa ELECTION RULING ng COMELEC| PACMAN DISQUALFIED NA!




JUST IN: Matapos ang PANINIRA kay Pres. Duterte| PACQUIAO SINAMPAHAN NA ng KASO para MADISQUALIFIED!



BREAKING NEWS: Matapos SIRAAN si PRRD| PACQUIAO MADI-DISQUALIFIED Dahil sa PAGLABAG sa Election Ruling




JAY SONZA, KINUMPIRMANG LUMABAG SI SEN. MANNY PACQUIAO SA ELECTION RULING ng COMELEC| PACMAN DISQUALIFIED NA?!!



JUST IN: Matapos ang PANINIRA kay Pres. Duterte| PACQUIAO SINAMPAHAN ng KASO Para MADISQUALIFIED!



JUST IN: PACQUIAO PINAKAKSUHAN NA Matapos LUMABAG sa COMELEC RULING| PACMAN DISQUALIFIED NA sa 2022!



Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.","JUST IN: Matapos SIRAAN ang GOBYERNO, PACQUIAO MAAARING MADISQULIFIED Matapos LUMABAG sa COMELEC!",Article
973,FALSE,Trump won through ‘legal votes’ and opponents trying to steal election,,,Article
974,FALSE,World Bank's interest rate when loaning to the Philippines is 0%,,,Article
975,FALSE,'Slipper company' filed syndicated estafa against Robredo,,,Article
976,FALSE,"COVID-19 is not true, no evidence of a medical pandemic",,,Article
977,FALSE,Pornhub logo appears on CNN's 2020 US election coverage,,,Article
978,FALSE,Video shows people being rescued due to Typhoon Ulysses,"THIS IS SO HEARTBREAKING😭💔 PLEASE PRAY FOR EVERYONE😭 THIS ISNT REAL💔 
#ulysessph #typhoon #PrayForPhilippines #UlyssesPh #UlyssesPH https://t.co/28kCRk7Mzl",THIS IS SO HEARTBREAKING😭💔 PLEASE PRAY FOR EVERYONE😭 THIS ISNT REAL💔 #ulysessph #typhoon #PrayForPhilippines #UlyssesPh #UlyssesPH https://t.co/28kCRk7Mzl,Article
979,FALSE,2016 Hague ruling does not bind China – Duterte,,,Article
980,FALSE,"Abogado ni Robredo, suportado ang pagtakbong VP ni Duterte",Latest news in the Philippines,GOOD NEWS MALACANANG SARA AT BBM SUPPORTADO NG UNITED KINGDOM PACQUIAO,Article
981,FALSE,Military under Marcos was most advanced in Asia,"#KAPATIDAVINIDZ
#PILIPINAS
#MARCOSREGIME

MGA KAPATID DAPAT NATING MALAMAN TO, TAYO'Y MAGBALIK TANAW SA PANAHON NA ANG ATING BANSA AY TINATAKOTAN NG MGA MAYAYAMANG BANSA NGAYON.

SUBSCRIBE | MGA KAPATID PARA LAGI PA TAYONG MAGKITAKITA AT MAKASUBAYBAY NARIN SA MGA BAGONG VIDEOS KO....MABUHAY PO AT MARAMING SALAMAT.

FB KAPATIDAVINIDZ

youtube.com/c/KAPATIDAVINIDZ

ASSALAMO ALAIKUM W.W",PILIPINAS | Pinaka makapangyarihang Bansa sa panahun ni PRES. MARCOS | KAPATIDAVINIDZ,Article
982,FALSE,Imee Marcos inihayag ang Bongbong-Sara tandem para sa 2022 halalan,,,Article
983,FALSE,Imee Marcos inihayag ang Bongbong-Sara tandem para sa 2022 halalan,,,Article
984,FALSE,YouTube deleted ABS-CBN’s channels for abusing terms of service on ads,,,Article
985,FALSE,YouTube deleted ABS-CBN’s channels for abusing terms of service on ads,"BURADO NA!!! TINERMINATE NA NG PAMUNUAN YOUTUBE ANG CHANNEL NG ABS CBN NEWS NA MAY MILYON MILYON SUBSCRIBERS. BAKIT? ANO ANG DAHILAN? Panoorin ang buong detalye!

#ABSCBNNEWS #ABSCBNLIVE #TVPATROL #A2ZCHANNEL11 #VICEGANDA #TRENDING


TV PATROL LIVE TV PATROL LIVE STREAM TODAY ABS CBN LIVE SHOWTIME LIVE TODAY PROBINSYANO LIVE PROBINSYANO LATEST EPISODE

VICE GANDA LATEST VLOG VICE GANDA NETWORK VICE GANDA SHOWTIME FUNNY MOMENTS VICE GANDA SONGS VICE GANDA FULL MOVIES VICE GANDA ABS CBN SHUTDOWN


SHOWTIME LIVE TODAY SHOWTIME LIVE STREAM SHOWTIME OCTOBER 30 2020 SHOWTIME FULL EPISODE TODAY
______________________________________________

Dont forget to Subscribe and Click the Bell Icon for more of your Daily Philippine Showbiz Updates! https://www.youtube.com/channel/UCS5-lCKkbG8DeSxtSJMIOS",Breaking News! YOUTUBE NAGSALITA NA SA PAG TERMINATE/BURA NILA SA ABS CBN NEWS CHANNEL! VICE GANDA,Article
986,FALSE,Vaccinated people spread COVID-19 through spike protein,,,Article
987,FALSE,Former Greenhills guard's child dies 'after hostage-taking',,,Article
988,FALSE,Former Greenhills guard's child dies 'after hostage-taking',,,Article
989,FALSE,Former Greenhills guard's child dies 'after hostage-taking',Pls support natin si sir alchie paray. Isa syang tunay na pilipino.ipinag laban ang manggagawang pilipino,Anak ng Security guard na nang hostage sa virra mall | pumanaw na,Article
990,FALSE,Former Greenhills guard's child dies 'after hostage-taking',,,Article
991,FALSE,Former Greenhills guard's child dies 'after hostage-taking',,,Article
992,FALSE,Bongbong Marcos finally shows evidence of fraud vs Robredo in July 2021,,,Article
993,FALSE,Franklin Drilon death hoax,,,Article
994,FALSE,Robredo's missing bar exam results cast doubt on her being a lawyer,,,Article
995,FALSE,Trump wins 2020 U.S. election,,,Article
996,FALSE,Trump wins 2020 U.S. election,,,Article
997,FALSE,"Roque says China, Duterte to thank for PH’s Olympic gold medal","Ayaw ko sana mag mura dito sa socmed, pero hayaan ninyo muna ako.. AnakangPutakte ka Harryparot! 🤬🤬🤬 https://t.co/ZUeHCgHWsv","Ayaw ko sana mag mura dito sa socmed, pero hayaan ninyo muna ako.. AnakangPutakte ka Harryparot! 🤬🤬🤬 https://t.co/ZUeHCgHWsv",Article
998,FALSE,Tricia Robredo sends hate messages to Duterte’s grandson,,,Article
999,FALSE,Tricia Robredo sends hate messages to Duterte’s grandson,"President Duterte's grandson takes a jab @ Tricia Robredo, critics of Lolo Rodrigo in emotional open letter","President Duterte's grandson takes a jab @ Tricia Robredo, critics of Lolo Rodrigo in emotional open letter - Pinoy Trending News",Article
1000,FALSE,"Lacson, Sotto, Robredo nagsanib puwersa para sa 2022",Latest news in the Philippines,GOOD NEWS MALACANANG BBM TATAKBONG PANGULO SOTTO LACSON LENI KINABAHAN,Article
1001,FALSE,,xxxxx,"CNC: WATCH: For the first time, 12,000 MILF Sumuko sa Pamahalaan",Article
1002,FALSE,,"Trending Balita - everything about Philippine Politics, especially the news about the Philippine administration.","12,000 MILF surrendered to the government",Article
1003,FALSE,,xxxxx,CNC: Secret Loan To WorldBank: The Reason Why They Dont Want Duterte To Win!,Article
1004,FALSE,Rider delivers severed head,,,Article
1005,FALSE,Rider delivers severed head,,,Article
1006,FALSE,Rider delivers severed head,,,Article
1007,FALSE,Rider delivers severed head,,,Article
1008,FALSE,Putin 'releases 800 tigers and 500 lions' to keep people at home,,,Article
1009,FALSE,‘Yolanda rehabilitation funds used by dilawans - UN’,,"CONFIRM! yolanda funds ginamit ng mga dilawan sa pangangampanya sa election, ayon sa UN",Article
1010,FALSE,Marcos to replace Aquinos on P500 bill,,,Article
1011,FALSE,EU reports 1.5 million injuries related to COVID-19 vaccines,"All Global Research articles can be read in 51 languages by activating the “Translate Website” drop down menu on the top banner of our home page (Desktop version).  Visit and follow us on Instagram at @crg_globalresearch. *** The European database of suspected drug reaction reports is EudraVigilance, which also tracks reports of injuries and deaths following the experimental COVID-19 […]","15,472 Dead 1.5 Million Injured (50% Serious) Reported in European Union’s Database of Adverse Drug Reactions for COVID-19 Shots - Global Research",Article
1012,FALSE,Bong Go has no ties to ex-DBM official Christopher Lao,,,Article
